id,topology,noise_p,purification,policy,success,fidelity,hops,path,latency_ms
235,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
236,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
237,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
238,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
239,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
240,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
241,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
242,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
243,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
244,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
245,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
246,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
247,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
248,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
249,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
250,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
251,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
252,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
253,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
254,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
255,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
256,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
257,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
258,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
259,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
260,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
261,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
262,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
263,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
264,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
265,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
266,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
267,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
268,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
269,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
270,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
271,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
272,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
273,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
274,mesh_3x3,0.005,single,shortest,0,0.6716378009203177,2,N1 -> N5 -> N9,134.2
