run_id,timestamp,topology,src_node,dst_node,noise_level,error_correction,policy_name,seed,path_taken,num_hops,num_epr_attempts,purification_rounds,final_fidelity,latency_s,success,wall_time_s,notes
369,2025-12-01T10:26:15.740795,linear_5,N1,N5,0.005,purify_double,shortest,20251569,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
370,2025-12-01T10:26:15.741298,linear_5,N1,N5,0.005,purify_double,shortest,20251570,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
371,2025-12-01T10:26:15.741807,linear_5,N1,N5,0.005,purify_double,shortest,20251571,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
372,2025-12-01T10:26:15.742811,linear_5,N1,N5,0.005,purify_double,shortest,20251572,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0005,success
373,2025-12-01T10:26:15.742811,linear_5,N1,N5,0.005,purify_double,shortest,20251573,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
374,2025-12-01T10:26:15.743813,linear_5,N1,N5,0.005,purify_double,shortest,20251574,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
375,2025-12-01T10:26:15.744326,linear_5,N1,N5,0.005,purify_double,shortest,20251575,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
376,2025-12-01T10:26:15.744828,linear_5,N1,N5,0.005,purify_double,shortest,20251576,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
377,2025-12-01T10:26:15.745330,linear_5,N1,N5,0.005,purify_double,shortest,20251577,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
378,2025-12-01T10:26:15.745832,linear_5,N1,N5,0.005,purify_double,shortest,20251578,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
379,2025-12-01T10:26:15.746835,linear_5,N1,N5,0.005,purify_double,shortest,20251579,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0005,success
380,2025-12-01T10:26:15.747337,linear_5,N1,N5,0.005,purify_double,shortest,20251580,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
381,2025-12-01T10:26:15.747840,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251581,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
382,2025-12-01T10:26:15.748342,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251582,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
383,2025-12-01T10:26:15.748852,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251583,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
384,2025-12-01T10:26:15.749354,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251584,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
385,2025-12-01T10:26:15.750359,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251585,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0005,success
386,2025-12-01T10:26:15.750861,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251586,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0005,success
387,2025-12-01T10:26:15.751363,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251587,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
388,2025-12-01T10:26:15.751868,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251588,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
389,2025-12-01T10:26:15.752370,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251589,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
390,2025-12-01T10:26:15.752885,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251590,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
391,2025-12-01T10:26:15.753387,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251591,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
392,2025-12-01T10:26:15.754389,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251592,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.001,success
393,2025-12-01T10:26:15.754900,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251593,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0005,success
394,2025-12-01T10:26:15.755403,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251594,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
395,2025-12-01T10:26:15.756061,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251595,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
396,2025-12-01T10:26:15.756569,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251596,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
397,2025-12-01T10:26:15.757075,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251597,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
398,2025-12-01T10:26:15.757580,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251598,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
399,2025-12-01T10:26:15.758590,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251599,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0005,success
400,2025-12-01T10:26:15.759090,linear_5,N1,N5,0.005,purify_double,hybrid_rule,20251600,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
401,2025-12-01T10:26:15.760090,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251601,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0005,success
402,2025-12-01T10:26:15.760590,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251602,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
403,2025-12-01T10:26:15.761430,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251603,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
404,2025-12-01T10:26:15.761942,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251604,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
405,2025-12-01T10:26:15.762947,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251605,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0005,success
406,2025-12-01T10:26:15.763449,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251606,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0005,success
407,2025-12-01T10:26:15.763951,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251607,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
408,2025-12-01T10:26:15.763951,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251608,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
409,2025-12-01T10:26:15.764954,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251609,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
410,2025-12-01T10:26:15.765468,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251610,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
411,2025-12-01T10:26:15.765970,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251611,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
412,2025-12-01T10:26:15.766974,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251612,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0005,success
413,2025-12-01T10:26:15.767478,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251613,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
414,2025-12-01T10:26:15.767997,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251614,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
415,2025-12-01T10:26:15.768501,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251615,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
416,2025-12-01T10:26:15.769006,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251616,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
417,2025-12-01T10:26:15.769508,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251617,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
418,2025-12-01T10:26:15.770512,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251618,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0005,success
419,2025-12-01T10:26:15.771013,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251619,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
420,2025-12-01T10:26:15.771575,linear_5,N1,N5,0.005,purify_double,highest_fidelity,20251620,N1-N2-N3-N4-N5,4,4,2,0.87471,0.07,1,0.0,success
421,2025-12-01T10:26:15.772080,linear_5,N1,N5,0.01,purify_double,shortest,20251621,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
422,2025-12-01T10:26:15.772582,linear_5,N1,N5,0.01,purify_double,shortest,20251622,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
423,2025-12-01T10:26:15.773084,linear_5,N1,N5,0.01,purify_double,shortest,20251623,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
424,2025-12-01T10:26:15.774088,linear_5,N1,N5,0.01,purify_double,shortest,20251624,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
425,2025-12-01T10:26:15.774590,linear_5,N1,N5,0.01,purify_double,shortest,20251625,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
426,2025-12-01T10:26:15.774590,linear_5,N1,N5,0.01,purify_double,shortest,20251626,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
427,2025-12-01T10:26:15.775592,linear_5,N1,N5,0.01,purify_double,shortest,20251627,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
428,2025-12-01T10:26:15.776111,linear_5,N1,N5,0.01,purify_double,shortest,20251628,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
429,2025-12-01T10:26:15.776613,linear_5,N1,N5,0.01,purify_double,shortest,20251629,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
430,2025-12-01T10:26:15.777618,linear_5,N1,N5,0.01,purify_double,shortest,20251630,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
431,2025-12-01T10:26:15.778120,linear_5,N1,N5,0.01,purify_double,shortest,20251631,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
432,2025-12-01T10:26:15.778622,linear_5,N1,N5,0.01,purify_double,shortest,20251632,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
433,2025-12-01T10:26:15.779123,linear_5,N1,N5,0.01,purify_double,shortest,20251633,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
434,2025-12-01T10:26:15.779627,linear_5,N1,N5,0.01,purify_double,shortest,20251634,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
435,2025-12-01T10:26:15.780129,linear_5,N1,N5,0.01,purify_double,shortest,20251635,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
436,2025-12-01T10:26:15.780634,linear_5,N1,N5,0.01,purify_double,shortest,20251636,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
437,2025-12-01T10:26:15.781639,linear_5,N1,N5,0.01,purify_double,shortest,20251637,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
438,2025-12-01T10:26:15.782144,linear_5,N1,N5,0.01,purify_double,shortest,20251638,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
439,2025-12-01T10:26:15.782646,linear_5,N1,N5,0.01,purify_double,shortest,20251639,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
440,2025-12-01T10:26:15.783160,linear_5,N1,N5,0.01,purify_double,shortest,20251640,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
441,2025-12-01T10:26:15.783664,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251641,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
442,2025-12-01T10:26:15.784166,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251642,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
443,2025-12-01T10:26:15.785169,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251643,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
444,2025-12-01T10:26:15.785169,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251644,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
445,2025-12-01T10:26:15.786172,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251645,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
446,2025-12-01T10:26:15.786727,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251646,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
447,2025-12-01T10:26:15.787734,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251647,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
448,2025-12-01T10:26:15.788236,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251648,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
449,2025-12-01T10:26:15.788738,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251649,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
450,2025-12-01T10:26:15.789241,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251650,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
451,2025-12-01T10:26:15.790255,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251651,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
452,2025-12-01T10:26:15.791262,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251652,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
453,2025-12-01T10:26:15.792786,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251653,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
454,2025-12-01T10:26:15.793293,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251654,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
455,2025-12-01T10:26:15.793795,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251655,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
456,2025-12-01T10:26:15.794297,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251656,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
457,2025-12-01T10:26:15.795303,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251657,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
458,2025-12-01T10:26:15.795807,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251658,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
459,2025-12-01T10:26:15.795807,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251659,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
460,2025-12-01T10:26:15.796809,linear_5,N1,N5,0.01,purify_double,hybrid_rule,20251660,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
461,2025-12-01T10:26:15.797324,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251661,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
462,2025-12-01T10:26:15.797844,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251662,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
463,2025-12-01T10:26:15.798848,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251663,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
464,2025-12-01T10:26:15.799352,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251664,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
465,2025-12-01T10:26:15.799854,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251665,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
466,2025-12-01T10:26:15.800356,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251666,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
467,2025-12-01T10:26:15.800859,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251667,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
468,2025-12-01T10:26:15.801361,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251668,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
469,2025-12-01T10:26:15.801927,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251669,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
470,2025-12-01T10:26:15.802934,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251670,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
471,2025-12-01T10:26:15.803436,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251671,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0005,success
472,2025-12-01T10:26:15.803939,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251672,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
473,2025-12-01T10:26:15.804441,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251673,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
474,2025-12-01T10:26:15.804943,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251674,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
475,2025-12-01T10:26:15.805447,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251675,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
476,2025-12-01T10:26:15.805948,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251676,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
477,2025-12-01T10:26:15.806450,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251677,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
478,2025-12-01T10:26:15.807452,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251678,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
479,2025-12-01T10:26:15.807965,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251679,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
480,2025-12-01T10:26:15.808467,linear_5,N1,N5,0.01,purify_double,highest_fidelity,20251680,N1-N2-N3-N4-N5,4,4,2,0.8728,0.07,1,0.0,success
481,2025-12-01T10:26:15.808969,linear_5,N1,N5,0.05,purify_double,shortest,20251681,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
482,2025-12-01T10:26:15.809470,linear_5,N1,N5,0.05,purify_double,shortest,20251682,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
483,2025-12-01T10:26:15.809972,linear_5,N1,N5,0.05,purify_double,shortest,20251683,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
484,2025-12-01T10:26:15.810978,linear_5,N1,N5,0.05,purify_double,shortest,20251684,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0005,success
485,2025-12-01T10:26:15.811481,linear_5,N1,N5,0.05,purify_double,shortest,20251685,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
486,2025-12-01T10:26:15.811983,linear_5,N1,N5,0.05,purify_double,shortest,20251686,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
487,2025-12-01T10:26:15.812487,linear_5,N1,N5,0.05,purify_double,shortest,20251687,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
488,2025-12-01T10:26:15.813002,linear_5,N1,N5,0.05,purify_double,shortest,20251688,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
489,2025-12-01T10:26:15.813504,linear_5,N1,N5,0.05,purify_double,shortest,20251689,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
490,2025-12-01T10:26:15.814508,linear_5,N1,N5,0.05,purify_double,shortest,20251690,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0005,success
491,2025-12-01T10:26:15.815010,linear_5,N1,N5,0.05,purify_double,shortest,20251691,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
492,2025-12-01T10:26:15.815010,linear_5,N1,N5,0.05,purify_double,shortest,20251692,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
493,2025-12-01T10:26:15.816012,linear_5,N1,N5,0.05,purify_double,shortest,20251693,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
494,2025-12-01T10:26:15.816524,linear_5,N1,N5,0.05,purify_double,shortest,20251694,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
495,2025-12-01T10:26:15.817100,linear_5,N1,N5,0.05,purify_double,shortest,20251695,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
496,2025-12-01T10:26:15.817604,linear_5,N1,N5,0.05,purify_double,shortest,20251696,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
497,2025-12-01T10:26:15.818606,linear_5,N1,N5,0.05,purify_double,shortest,20251697,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
498,2025-12-01T10:26:15.819116,linear_5,N1,N5,0.05,purify_double,shortest,20251698,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
499,2025-12-01T10:26:15.819618,linear_5,N1,N5,0.05,purify_double,shortest,20251699,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
500,2025-12-01T10:26:15.820120,linear_5,N1,N5,0.05,purify_double,shortest,20251700,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
501,2025-12-01T10:26:15.820621,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251701,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
502,2025-12-01T10:26:15.821627,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251702,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0005,success
503,2025-12-01T10:26:15.822128,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251703,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
504,2025-12-01T10:26:15.822635,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251704,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
505,2025-12-01T10:26:15.823139,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251705,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
506,2025-12-01T10:26:15.823687,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251706,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
507,2025-12-01T10:26:15.825265,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251707,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0005,success
508,2025-12-01T10:26:15.826282,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251708,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0005,success
509,2025-12-01T10:26:15.826785,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251709,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
510,2025-12-01T10:26:15.827315,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251710,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
511,2025-12-01T10:26:15.827833,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251711,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
512,2025-12-01T10:26:15.827833,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251712,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
513,2025-12-01T10:26:15.828836,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251713,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
514,2025-12-01T10:26:15.829857,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251714,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0005,success
515,2025-12-01T10:26:15.830359,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251715,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
516,2025-12-01T10:26:15.830861,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251716,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
517,2025-12-01T10:26:15.831363,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251717,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
518,2025-12-01T10:26:15.831865,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251718,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
519,2025-12-01T10:26:15.832435,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251719,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
520,2025-12-01T10:26:15.833446,linear_5,N1,N5,0.05,purify_double,hybrid_rule,20251720,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0005,success
521,2025-12-01T10:26:15.833446,linear_5,N1,N5,0.05,purify_double,highest_fidelity,20251721,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
522,2025-12-01T10:26:15.834191,linear_5,N1,N5,0.05,purify_double,highest_fidelity,20251722,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
523,2025-12-01T10:26:15.835197,linear_5,N1,N5,0.05,purify_double,highest_fidelity,20251723,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0005,success
524,2025-12-01T10:26:15.835700,linear_5,N1,N5,0.05,purify_double,highest_fidelity,20251724,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
525,2025-12-01T10:26:15.836204,linear_5,N1,N5,0.05,purify_double,highest_fidelity,20251725,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
526,2025-12-01T10:26:15.836706,linear_5,N1,N5,0.05,purify_double,highest_fidelity,20251726,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
527,2025-12-01T10:26:15.837209,linear_5,N1,N5,0.05,purify_double,highest_fidelity,20251727,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
528,2025-12-01T10:26:15.837712,linear_5,N1,N5,0.05,purify_double,highest_fidelity,20251728,N1-N2-N3-N4-N5,4,4,2,0.85717,0.07,1,0.0,success
